,Name,Rating,Reviews,About_Locations,Avg_salary,TotalJobs
2139,Nelito System,3.3,(500),IT Services & Consulting | Mumbai +41 other locations,2.4k,23
2140,Lotus Herbals Private Limited,4.1,(499),Beauty & Personal Care | New Delhi +74 other locations,1.4k,4
2141,Rakuten,3.5,(499),IT Services & Consulting | Bengaluru +11 other locations,5.3k,15
2142,Alchemy Techsol India,3.4,(499),IT Services & Consulting | Bengaluru +20 other locations,2.1k,--
2143,Emerson Electric Co.,4.0,(499),IT Services & Consulting | Pune +25 other locations,3.2k,248
2144,Alight Solutions,3.3,(498),IT Services & Consulting | Gurugram +14 other locations,2.7k,7
2145,Future Lifestyle Fashion,4.2,(498),Retail | Bengaluru +63 other locations,1.6k,--
2146,Tuaman Engineering,4.2,(498),Engineering & Construction | Kolkata +36 other locations,1.5k,1
2147,LIC Housing Finance,3.9,(498),NBFC | Mumbai +123 other locations,1.4k,--
2148,BCG,3.7,(497),Management Consulting | Gurugram +8 other locations,7.7k,22
2149,Micron Technology,3.6,(497),Semiconductors | Hyderabad +16 other locations,4.3k,12
2150,SunTec Web Services,3.2,(497),BPO | New Delhi +9 other locations,1.8k,1
2151,Gyan Dairy,4.0,(498),Food Processing | Lucknow +45 other locations,1.3k,4
2152,Kandhari Beverages,3.8,(497),Beverage | Jammu +50 other locations,1.6k,4
2153,Rusan Pharma,3.5,(496),Pharma | Dehradun +24 other locations,1.8k,10
2154,BharatPe,3.5,(496),FinTech | Gurugram +81 other locations,2.6k,1
2155,ZEISS India,3.7,(496),Industrial Machinery | Bengaluru +35 other locations,2.7k,9
2156,ServiceNow,4.0,(496),Software Product | Hyderabad +15 other locations,5.6k,7
2157,Sheela Foam,3.9,(496),Furniture & Furnishing | Noida +92 other locations,1.5k,4
2158,TRINAMIX,4.4,(496),IT Services & Consulting | Pune +5 other locations,909,25
2159,Global Autotech,4.0,(495),Auto Components | Greater Noida +16 other locations,2.1k,5
2160,Axa XL,3.6,(494),Insurance | Gurugram +6 other locations,3.6k,173
2161,Hinduja Tech,3.2,(493),IT Services & Consulting | Chennai +17 other locations,3.2k,95
2162,Varuna Integrated Logistics,3.8,(493),Logistics | Gurugram +54 other locations,1.6k,7
2163,Pepperfry,3.1,(492),Furniture & Furnishing | Mumbai +38 other locations,2k,6
2164,India Post,3.7,(492),Government | Bengaluru +189 other locations,1.4k,--
2165,ThoughtSol Infotech Limited,4.6,(492),IT Services & Consulting | New Delhi +18 other locations,571,14
2166,Voya India,3.7,(492),Financial Services | Bengaluru +13 other locations,3k,15
2167,Mars International India,4.2,(492),Food Processing | Hyderabad +85 other locations,1.7k,21
2168,Kalyani Technoforge,3.8,(492),Auto Components | Pune +18 other locations,1.9k,8
2169,Markets and Markets,2.8,(492),Analytics & KPO | Pune +17 other locations,2.7k,10
2170,Communications Test Design,3.7,(493),IT Services & Consulting | Bengaluru +51 other locations,1.7k,18
2171,Techwave Consulting,3.7,(493),IT Services & Consulting | Hyderabad +5 other locations,3.6k,14
2172,Go First,3.9,(491),Aviation | Mumbai +34 other locations,2k,--
2173,Texmo Industries,3.8,(491),Industrial Machinery | Coimbatore +36 other locations,1.6k,3
2174,MindGate Solutions,3.1,(491),IT Services & Consulting | Mumbai +10 other locations,3.1k,8
2175,QUICK HEAL TECHNOLOGIES,3.6,(491),Software Product | Pune +46 other locations,2.6k,5
2176,QBurst Technologies,4.3,(491),Software Product | Kochi +16 other locations,4k,33
2177,Jindal Power Limited,4.3,(491),Power | Raigarh +38 other locations,1.6k,17
2178,Value Point Systems,3.5,(490),IT Services & Consulting | Bengaluru +44 other locations,2.2k,34
2179,Yardi Systems,3.6,(490),Software Product | Pune +2 other locations,2.5k,1
2180,Yardi Systems,3.6,(490),Software Product | Pune +2 other locations,2.5k,1
2181,HealthifyMe,2.7,(491),Internet | Bengaluru +18 other locations,1.6k,--
2182,N+A,3.8,(490),Financial Services | Bengaluru +66 other locations,18.1k,5
2183,Medikabazaar,4.3,(489),Medical Equipment | Mumbai +32 other locations,940,3
2184,Tractebel,4.1,(489),Engineering & Construction | Gurugram +89 other locations,1.6k,14
2185,Par Health,4.1,(489),Pharma | Indore +11 other locations,2.1k,--
2186,Juniper Networks,4.2,(488),Hardware & Networking | Bengaluru +8 other locations,4.4k,--
2187,Adani Cement,3.5,(488),Building Material | Ahmedabad +136 other locations,1.9k,--
2188,Maersk Line,4.0,(487),Logistics | Pune +27 other locations,2.4k,--
2189,Sadbhav Engineering,4.2,(487),Engineering & Construction | Ahmedabad +66 other locations,1.2k,--
2190,Trimax IT Infrastructure Services,3.6,(487),IT Services & Consulting | Mumbai +70 other locations,1.1k,--
2191,Kirby Building Systems,4.0,(487),Building Material | Hyderabad +38 other locations,1.9k,2
2192,Ivrcl Infrastructures & Projects,4.3,(486),Engineering & Construction | Hyderabad +54 other locations,839,1
2193,Sterling Holiday Resort,3.8,(486),Hospitality | Chennai +65 other locations,1.5k,8
2194,InCred Finance,3.8,(486),NBFC | Mumbai +67 other locations,2.4k,22
2195,Bira 91,3.3,(486),Beverage | New Delhi +57 other locations,1.5k,--
2196,NJ India Invest,3.7,(486),Financial Services | Surat +81 other locations,1.1k,37
2197,Romsons Group Of Industries,3.7,(485),Medical Equipment | Agra +57 other locations,1.6k,6
2198,Akal Information Systems,4.3,(486),Software Product | New Delhi +52 other locations,1.8k,19
2199,Think Gas Ludhiana,3.6,(485),Oil & Gas | Chennai +50 other locations,2.2k,1
2200,Epiroc,4.1,(484),Industrial Machinery | Bengaluru +27 other locations,2.4k,56
2201,C-Edge Technologies,3.7,(483),IT Services & Consulting | Mumbai +20 other locations,2.7k,5
2202,Saud Bahwan Group,3.6,(482),Automobile | Muscat +26 other locations,988,--
2203,Sri Krishna Pharmaceuticals,3.9,(482),Pharma | Hyderabad +15 other locations,1.8k,--
2204,Mahanagar Gas,4.2,(482),Oil & Gas | Mumbai +26 other locations,2.2k,3
2205,Invesco,3.7,(482),Financial Services | Hyderabad +7 other locations,3.2k,63
2206,Signature Global,3.9,(482),Real Estate | Gurugram +14 other locations,2.2k,8
2207,Quinnox,3.9,(481),IT Services & Consulting | Bengaluru +8 other locations,3.4k,37
2208,Aparna Enterprises,3.9,(481),Building Material | Hyderabad +43 other locations,1.7k,14
2209,Athenahealth Technology,4.1,(481),Software Product | Chennai +10 other locations,3.9k,152
2210,Flowserve,3.8,(481),Industrial Machinery | Bengaluru +16 other locations,3.3k,26
2211,SUEZ Group,4.2,(481),Waste Management | New Delhi +49 other locations,1.9k,7
2212,Otsuka Pharmaceutical India Private Limited,4.1,(481),Pharma | Ahmedabad +41 other locations,1.5k,24
2213,Siemens Healthineers,3.9,(481),Healthcare | Bengaluru +19 other locations,4k,--
2214,GD Goenka Public School,3.4,(481),Education & Training | New Delhi +72 other locations,1.3k,19
2215,Ppap Automotive,3.7,(481),Auto Components | Noida +18 other locations,1.8k,--
2216,Cadbury,4.3,(480),Food Processing | Mumbai +113 other locations,982,--
2217,Grindwell Norton,3.5,(480),Industrial Machinery | Bengaluru +43 other locations,1.7k,--
2218,Orcapod Consulting Services,3.1,(480),IT Services & Consulting | Hyderabad +22 other locations,1.9k,1
2219,Xerox,3.7,(481),Printing & Publishing | Bengaluru +34 other locations,2.1k,30
2220,Grindwell Norton,3.5,(480),Industrial Machinery | Bengaluru +43 other locations,1.7k,--
2221,National Australia Bank,2.9,(479),Banking | Gurugram +9 other locations,3.5k,3
2222,MediBuddy,3.3,(480),Healthcare | Bengaluru +18 other locations,2.3k,38
2223,National Commodities Management Services,4.1,(481),Agriculture | Gurugram +87 other locations,1.4k,1
2224,Plastic Omnium,3.7,(479),Automobile | Pune +17 other locations,2k,37
2225,Vishvaraj Environment,4.0,(478),Waste Management | Nagpur +54 other locations,1.8k,1
2226,LogixHealth,3.4,(478),Analytics & KPO | Bengaluru +10 other locations,2.2k,11
2227,L. N. Malviya Infra Projects Group,3.1,(478),Engineering & Construction | Bhopal +126 other locations,1.2k,38
2228,Cosmo Films,3.7,(478),Packaging | Chhatrapati Sambhajinagar +11 other locations,2k,--
2229,iNurture Education Solutions,2.5,(478),EdTech | Bengaluru +39 other locations,1.4k,3
2230,Jiva Ayurvedic Pharmacy,3.8,(478),Faridabad +47 other locations,1.2k,29
2231,KRBL Limited,3.8,(477),Food Processing | Noida +60 other locations,1.6k,4
2232,Lite Bite Foods,4.4,(477),Hospitality | New Delhi +25 other locations,1.2k,2
2233,Riya Travel,3.6,(477),Travel & Tourism | Mumbai +38 other locations,1.5k,4
2234,Walkaroo International,3.6,(497),Fashion & Textile | Coimbatore +54 other locations,2.3k,96
2235,Bridgestone India Automotive Products,4.1,(477),Auto Components | Gurugram +46 other locations,2.2k,--
2236,Central Public Works Department,4.1,(477),Government | New Delhi +126 other locations,1.2k,--
2237,Kellton,3.0,(476),IT Services & Consulting | Gurugram +19 other locations,3.4k,6
2238,Leighton Contractors,4.1,(476),Engineering & Construction | Mumbai +21 other locations,1.1k,10
2239,Gilbarco Veeder Root,3.8,(476),Industrial Machinery | Mumbai +60 other locations,2.1k,1
2240,ASM Technologies,3.5,(475),Engineering & Construction | Bengaluru +21 other locations,3.4k,22
2241,Visa,3.3,(475),FinTech | Bengaluru +18 other locations,6.5k,39
2242,Symbiotec Pharmalab,4.0,(475),Pharma | Indore +15 other locations,1.9k,3
2243,MathCo,3.0,(475),Analytics & KPO | Bengaluru +7 other locations,2.9k,24
2244,Giesecke & Devrient,3.4,(475),IT Services & Consulting | Gurugram +53 other locations,2.2k,9
2245,Alpla,3.9,(476),Packaging | Hyderabad +27 other locations,1.8k,45
2246,Akamai Technologies,4.4,(475),Software Product | Bengaluru +7 other locations,4k,20
2247,Matrix Business Services,3.5,(474),Analytics & KPO | Chennai +25 other locations,2k,7
2248,Namaste India Foods,3.9,(474),Food Processing | Kanpur +42 other locations,1.2k,--
2249,Teradata,3.6,(473),Software Product | Hyderabad +10 other locations,3.7k,--
2250,Prime Focus Technologies,3.1,(473),Software Product | Bengaluru +17 other locations,2.3k,--
2251,Buzzworks Business Services,3.7,(473),Recruitment | Chennai +69 other locations,2k,3
2252,EID Parry (India),3.9,(474),Food Processing | Chennai +41 other locations,1.5k,--
2253,Westin,4.1,(473),Hospitality | Mumbai +31 other locations,1.2k,--
2254,Suzlon Global Services,3.8,(472),Pune +62 other locations,1.3k,--
2255,Bluestone.com,3.4,(472),Jewellery | Bengaluru +66 other locations,2.1k,3
2256,Tetra Pak,4.1,(472),Packaging | Pune +19 other locations,2.3k,16
2257,Fynd,3.0,(471),Software Product | Mumbai +10 other locations,2.2k,28
2258,Magneti Marelli Motherson Auto System,3.8,(471),Auto Components | Pune +19 other locations,1.3k,--
2259,Saudi Binladin Group,4.2,(471),Engineering & Construction | Jeddah +32 other locations,721,--
2260,McNally Bharat Engineering,4.0,(471),Engineering & Construction | Kolkata +56 other locations,1.4k,1
2261,Keysight Technologies,3.8,(471),Electronics Manufacturing | Gurugram +12 other locations,2.6k,43
2262,Protium Finance,3.8,(471),NBFC | Mumbai +78 other locations,2k,5
2263,Thought Focus,3.3,(471),IT Services & Consulting | Bengaluru +11 other locations,3.5k,64
2264,Knowledgeworks Global,2.9,(471),Printing & Publishing | Mumbai +13 other locations,2.1k,10
2265,Onshore Construction,3.7,(470),Engineering & Construction | Mumbai +43 other locations,1.5k,5
2266,Ramco Industries,4.1,(470),Building Material | Chennai +77 other locations,1.8k,--
2267,Shalimar Paints,3.5,(470),Chemicals | Gurugram +86 other locations,1.6k,--
2268,India Glycols,3.9,(470),Chemicals | Kashipur +25 other locations,1.9k,3
2269,Oriental Structural Engineers,4.3,(470),Engineering & Construction | New Delhi +62 other locations,1.2k,1
2270,Mikuni,4.1,(469),Auto Components | Neemrana +17 other locations,1.4k,2
2271,Star Bazaar,3.8,(469),Retail | Mumbai +41 other locations,1.5k,--
2272,Clove Dental,4.1,(469),Healthcare | New Delhi +18 other locations,1.3k,8
2273,Allana Group of Companies,3.8,(469),Food Processing | Mumbai +39 other locations,1.4k,--
2274,Vindhya e-Info Media,3.5,(469),BPO | Bengaluru +16 other locations,1.1k,1
2275,Jumbotail Technologies,3.7,(468),Retail | Bengaluru +29 other locations,1.6k,5
2276,NBTC GROUP,3.2,(468),Oil & Gas | Chennai +25 other locations,1.1k,3
2277,Bahwan Engineering,4.0,(468),Engineering & Construction | Muscat +24 other locations,988,1
2278,AIG Hospital,4.2,(468),Healthcare | Hyderabad +9 other locations,1.6k,3
2279,Qcon,4.4,(468),Engineering & Construction | Mumbai +29 other locations,1.1k,--
2280,Sany Heavy Industry,3.7,(467),Industrial Machinery | Pune +57 other locations,1.9k,1
2281,Technico Industries,3.5,(467),Auto Components | Gurugram +20 other locations,1.9k,--
2282,Honda Logistics,3.6,(467),Logistics | Bhiwadi +27 other locations,1.5k,2
2283,ESDS Software Solutions,3.4,(467),IT Services & Consulting | Nashik +14 other locations,3k,--
2284,Bhilosa Industries,3.7,(467),Fashion & Textile | Dadra & Nagar Haveli +13 other locations,2.2k,8
2285,Brainvire,2.9,(466),IT Services & Consulting | Ahmedabad +10 other locations,1.6k,26
2286,Marble Box,3.7,(466),BPO | Kolkata +6 other locations,918,--
2287,Sayaji Hotels,4.2,(466),Hospitality | Indore +38 other locations,1k,4
2288,Gopal Snacks Limited,4.2,(466),FMCG | Rajkot +100 other locations,1.2k,2
2289,Gulf Oil Lubricants,4.0,(465),Oil & Gas | Mumbai +81 other locations,1.7k,3
2290,Samsung Display,3.9,(465),Electronics Manufacturing | Noida +12 other locations,2.1k,2
2291,Iol Chemicals & Pharmaceuticals,3.8,(465),Pharma | Barnala +16 other locations,1.9k,3
2292,Saxo Bank,3.7,(465),Gurugram +5 other locations,2.5k,10
2293,CollegeDekho,2.8,(466),EdTech | Gurugram +24 other locations,2.4k,8
2294,NKG Infrastructure,3.2,(464),Engineering & Construction | New Delhi +46 other locations,1.4k,8
2295,Greenpanel Industries,4.0,(464),Furniture & Furnishing | Srikalahasti +73 other locations,1.8k,--
2296,Liberty General Insurance,3.7,(464),Insurance | Mumbai +84 other locations,1.8k,3
2297,Xanadu,3.8,(464),Real Estate | Mumbai +13 other locations,1.8k,1
2298,Allied Blenders & Distillers,4.0,(464),Beverage | Mumbai +82 other locations,1.5k,--
2299,Essjay Ericsson,4.2,(463),Analytics & KPO | New Delhi +79 other locations,864,--
2300,Godrej Interio,3.8,(463),Furniture & Furnishing | Mumbai +66 other locations,2k,--
2301,MagicPin,2.5,(463),Internet | Gurugram +19 other locations,1.9k,12
2302,smartData Enterprises,3.0,(463),IT Services & Consulting | Nagpur +12 other locations,1.6k,8
2303,Jindal Aluminium,3.9,(463),Metals & Mining | Bengaluru +19 other locations,1.9k,23
2304,Meghmani Organics,3.7,(463),Chemicals | Bharuch +26 other locations,2.3k,5
2305,Atyati Technologies,4.0,(463),IT Services & Consulting | Bengaluru +99 other locations,1.5k,1
2306,Aludecor Lamination,3.9,(463),Building Material | Haridwar +50 other locations,1.6k,6
2307,Avery Dennison,3.7,(463),Packaging | Bengaluru +32 other locations,2k,29
2308,British Council,3.5,(463),Education & Training | New Delhi +24 other locations,2k,--
2309,Tata International,3.4,(463),Import & Export | Mumbai +40 other locations,2.1k,20
2310,Cloud4C,3.5,(463),IT Services & Consulting | Hyderabad +9 other locations,3k,6
2311,Equiniti,3.6,(463),Financial Services | Chennai +4 other locations,3.1k,73
2312,Paradeep Phosphates,3.9,(462),Agro Chemicals | Paradip +49 other locations,1.5k,2
2313,Landis+Gyr,2.9,(462),Electrical Equipment | Noida +11 other locations,2.8k,38
2314,GHCL Limited,3.9,(462),Chemicals | Sutrapada +29 other locations,1.6k,--
2315,Revent Group,3.8,(462),Auto Components | Gurugram +32 other locations,699,--
2316,PC Solutions,4.1,(462),IT Services & Consulting | New Delhi +17 other locations,1.3k,3
2317,Symphony,4.6,(462),Consumer Electronics & Appliances | Ahmedabad +88 other locations,1k,1
2318,Common Service Centres,4.4,(462),Government | New Delhi +183 other locations,1.2k,--
2319,Dana India,4.0,(462),Auto Components | Pune +26 other locations,1.7k,5
2320,Nash Industries,3.5,(462),Industrial Machinery | Bengaluru +15 other locations,2.3k,7
2321,Paharpur Cooling Towers,4.0,(461),Industrial Machinery | Kolkata +50 other locations,1.9k,6
2322,Anthem Biosciences,3.9,(461),Pharma | Bengaluru +15 other locations,2.6k,2
2323,Mediterranean Shipping Company,4.0,(461),Ports & Shipping | Chennai +37 other locations,2.3k,1
2324,RND Softech,3.0,(461),BPO | Coimbatore +11 other locations,1.9k,2
2325,SBI Mutual Fund,3.8,(462),Financial Services | Mumbai +151 other locations,1.8k,25
2326,Thales,3.6,(461),IT Services & Consulting | Noida +18 other locations,3.4k,121
2327,Moon Beverages,3.9,(460),Beverage | New Delhi +39 other locations,1.6k,4
2328,Novotel Hotels,4.0,(460),Hospitality | Mumbai +32 other locations,1.3k,--
2329,Encube Ethicals,3.7,(460),Pharma | Mumbai +28 other locations,2.3k,15
2330,Sulekha.com,3.3,(460),Internet | Chennai +19 other locations,1.7k,14
2331,CommScope,3.8,(460),Telecom | Bengaluru +20 other locations,3.1k,4
2332,Visaka Industries,3.8,(459),Building Material | Hyderabad +60 other locations,1.7k,21
2333,Venky's,3.7,(459),Food Processing | Pune +70 other locations,1.5k,--
2334,Numeric UPS,4.0,(471),Consumer Electronics & Appliances | Chennai +76 other locations,1.2k,34
2335,Aimil Pharmaceuticals,3.6,(458),Pharma | New Delhi +60 other locations,1.9k,1
2336,GM Modular,3.8,(458),Electrical Equipment | Mumbai +72 other locations,1.8k,39
2337,Del Monte Foods,4.1,(458),Food Processing | Gurugram +61 other locations,1.5k,11
2338,ZF Friedrichshafen,3.8,(457),Auto Components | Chennai +17 other locations,2.1k,--
2339,Cera Sanitaryware,4.1,(458),Building Material | Ahmedabad +77 other locations,1.7k,1
2340,Comcast,3.9,(457),Telecom | Chennai +12 other locations,4.8k,--
2341,Subex,3.4,(456),Software Product | Bengaluru +10 other locations,3.2k,4
2342,WM Universal Solutions Private Limited,3.6,(456),Waste Management | Indore +18 other locations,2.2k,147
2343,Mediamint,2.8,(455),Marketing & Advertising | Hyderabad +8 other locations,2.9k,65
2344,Loadshare Networks,3.6,(455),Logistics | Bengaluru +74 other locations,1.7k,17
2345,Seoyon E-hwa Automotive,3.5,(455),Auto Components | Chennai +19 other locations,2.3k,2
2346,Torrent Gas,3.1,(455),Oil & Gas | Ahmedabad +31 other locations,2.2k,3
2347,Texmaco Rail and Engineering,3.8,(455),Engineering & Construction | Kolkata +51 other locations,1.7k,16
